Sierra Pacific Susanville Waste Plant CA USA,United States of America,Please Select,40.67,-120.5889,14.2,Please Select,Please Select,"Lassen County, CA, USA",Please Select,,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Power Waste Plant CA USA,United States of America,Please Select,36.2199,-118.792,7.5,Please Select,Please Select,"Tulare County, CA, USA",Please Select,1985-12-00,Sierra Pacific Resources NUGs,100,,,,,,
Smithtown Energy Partners LP Waste Plant NY USA,United States of America,Please Select,40.8803,-72.8434,1.4,Please Select,Please Select,"Suffolk County, NY, USA",Please Select,1988-08-00,Smithtown Energy Partners LP,100,,,,,,
Smurfit Stone Waste Plant AL USA,United States of America,Please Select,31.0772,-87.1006,38.9,Please Select,Please Select,"Escambia County, AL, USA",Please Select,1957-10-00,Smurfit-Stone Corp,100,,,,,,
Snider Industries Waste Plant TX USA,United States of America,Please Select,32.5471,-94.3738,5,Please Select,Please Select,"Harrison County, TX, USA",Please Select,1983-08-00,Snider Industries Inc,100,,,,,,
Somerset Plant Waste Plant ME USA,United States of America,Please Select,45.5095,-69.9566,116.9,Please Select,Please Select,"Somerset County, ME, USA",Please Select,1976-01-00,Sappi North America,100,,,,,,
Sonoma Central Landfill Phase I Waste Plant CA USA,United States of America,Please Select,38.5274,-122.8826,3.2,Please Select,Please Select,"Sonoma County, CA, USA",Please Select,1993-07-00,County of Sonoma Dept of Trnsp,100,,,,,,
Sonoma Central Landfill Phase II Waste Plant CA USA,United States of America,Please Select,38.5274,-122.8826,3.2,Please Select,Please Select,"Sonoma County, CA, USA",Please Select,1996-06-00,County of Sonoma Dept of Trnsp,100,,,,,,
South Barrington Electric Waste Plant IL USA,United States of America,Please Select,41.8555,-88.0921,1.6,Please Select,Please Select,"Du Page County, IL, USA",Please Select,1997-06-00,Gas Recovery Systems,100,,,,,,
South District Wastewater Treatment Plt Waste Plant FL USA,United States of America,Please Select,25.6163,-80.5689,2.7,Please Select,Please Select,"Miami-Dade County, FL, USA",Please Select,1991-03-00,Miami Dade Water & Sewer Auth,100,,,,,,
South West Landfill Waste Plant FL USA,United States of America,Please Select,29.6761,-82.354,2.4,Please Select,Please Select,"Alachua County, FL, USA",Please Select,2003-11-00,Gainesville Regional Utilities,100,,,,,,
Southeast Resource Recovery Waste Plant CA USA,United States of America,Please Select,33.7607,-118.2398,35.6,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1988-07-00,Los Angeles County Sanitation,38.5,,,,,,
Spadra Landfill Gas to Energy Waste Plant CA USA,United States of America,Please Select,34.027,-118.0298,10.6,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1990-02-00,Los Angeles County Sanitation,100,,,,,,
Sparrows Point Waste Plant MD USA,United States of America,Please Select,39.2125,-76.4625,120,Please Select,Please Select,"Baltimore County, MD, USA",Please Select,1949-01-00,Mittal USA,100,,,,,,
St Francisville Mill Waste Plant LA USA,United States of America,Please Select,30.7083,-91.3333,12.5,Please Select,Please Select,"West Feliciana County, LA, USA",Please Select,1966-03-00,Tembec USA. LLC,100,,,,,,
Stone Container Coshocton Mill Waste Plant OH USA,United States of America,Please Select,40.2789,-81.865,16.5,Please Select,Please Select,"Coshocton County, OH, USA",Please Select,1981-11-00,Smurfit-Stone Corp,100,,,,,,
Stone Container Hodge Waste Plant LA USA,United States of America,Please Select,32.2744,-92.7269,74.4,Please Select,Please Select,"Jackson County, LA, USA",Please Select,1938-01-00,Smurfit-Stone Corp,100,,,,,,
Stone Container Missoula Mill Waste Plant MT USA,United States of America,Please Select,46.9507,-114.1254,17.3,Please Select,Please Select,"Missoula County, MT, USA",Please Select,1960-11-00,Smurfit-Stone Corp,100,,,,,,
Stowe Power Production Plant Waste Plant PA USA,United States of America,Please Select,40.2094,-75.3727,6,Please Select,Please Select,"Montgomery County, PA, USA",Please Select,1989-03-00,Waste Management Inc,100,,,,,,
Streator Energy Partners LLC Waste Plant IL USA,United States of America,Please Select,41.3458,-88.8936,1.1,Please Select,Please Select,"La Salle County, IL, USA",Please Select,1999-12-00,Illinois Electricial Gen Partn,100,,,,,,
Suffolk Energy Partners LP Waste Plant VA USA,United States of America,Please Select,36.6963,-76.6444,3.2,Please Select,Please Select,"Suffolk County, VA, USA",Please Select,1994-11-00,Suffolk Energy Partners LP,100,,,,,,
Sumpter Energy Associates Waste Plant MI USA,United States of America,Please Select,42.2878,-83.2903,12,Please Select,Please Select,"Wayne County, MI, USA",Please Select,1998-07-00,Michigan Cogeneration Sys Inc,100,,,,,,
Sunset Farms Waste Plant TX USA,United States of America,Please Select,30.3357,-97.7876,3,Please Select,Please Select,"Travis County, TX, USA",Please Select,1996-12-00,Gas Recovery Systems,100,,,,,,
Superior Glacier Ridge Landfill Waste Plant WI USA,United States of America,Please Select,43.4181,-88.7061,2,Please Select,Please Select,"Dodge County, WI, USA",Please Select,2001-02-00,Montenay Power Corp,100,,,,,,
Sycamore San Diego Waste Plant CA USA,United States of America,Please Select,33.0362,-116.7356,1.8,Please Select,Please Select,"San Diego County, CA, USA",Please Select,1989-12-00,Landfill Generating Partners,100,,,,,,
Tajiguas Landfill Waste Plant CA USA,United States of America,Please Select,34.6688,-120.0125,3,Please Select,Please Select,"Santa Barbara County, CA, USA",Please Select,2000-08-00,Fortistar LLC,100,,,,,,
Tamarack Energy Partnership Waste Plant ID USA,United States of America,Please Select,44.8855,-116.4518,6.2,Please Select,Please Select,"Adams County, ID, USA",Please Select,1983-06-00,Tamarack Energy Partners,100,,,,,,
Taunton Landfill Waste Plant MA USA,United States of America,Please Select,41.7988,-71.1154,1.8,Please Select,Please Select,"Bristol County, MA, USA",Please Select,1997-09-00,Fortistar LLC,100,,,,,,
Taylor Energy Partners LP Waste Plant PA USA,United States of America,Please Select,41.4386,-75.613,3.1,Please Select,Please Select,"Lackawanna County, PA, USA",Please Select,1987-09-00,Zapco Energy Tactics Corp,100,,,,,,
Tazewell Gas Recovery Waste Plant IL USA,United States of America,Please Select,40.5096,-89.5186,2.4,Please Select,Please Select,"Tazewell County, IL, USA",Please Select,1989-07-00,Waste Management Inc,100,,,,,,
Tillamook Lumber Waste Plant OR USA,United States of America,Please Select,45.455,-123.7068,10,Please Select,Please Select,"Tillamook County, OR, USA",Please Select,,Willamina Lumber Co,100,,,,,,
Tillotson Rubber Waste Plant NH USA,United States of America,Please Select,44.6861,-71.3076,1.4,Please Select,Please Select,"Coos County, NH, USA",Please Select,1980-06-00,Tillotson Rubber Co Inc,100,,,,,,
Total Energy Facilities Waste Plant CA USA,United States of America,Please Select,34.3209,-118.2212,45.1,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,2003-02-00,Los Angeles County Sanitation,100,,,,,,
Toyon Power Station Waste Plant CA USA,United States of America,Please Select,34.3209,-118.2212,9,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1986-01-00,Covanta Energy,100,,,,,,
Tracy Biomass Waste Plant CA USA,United States of America,Please Select,37.7213,-121.481,23,Please Select,Please Select,"San Joaquin County, CA, USA",Please Select,1990-05-00,U S Renewables Group,100,,,,,,
Tri Cities Waste Plant AZ USA,United States of America,Please Select,33.3596,-112.4878,5,Please Select,Please Select,"Maricopa County, AZ, USA",Please Select,2001-09-00,Salt River Project,100,,,,,,
Turnkey Landfill Gas Recovery Waste Plant NH USA,United States of America,Please Select,43.2981,-71.0321,9.2,Please Select,Please Select,"Strafford County, NH, USA",Please Select,1992-02-00,Bio-Energy Partners,100,,,,,,
Twin Bridges Gas Recovery Waste Plant IN USA,United States of America,Please Select,39.7771,-86.5197,3.2,Please Select,Please Select,"Hendricks County, IN, USA",Please Select,1994-10-00,Wabash Valley Power Assn. Inc,100,,,,,,
Union County Resource Recovery Waste Plant NJ USA,United States of America,Please Select,40.6006,-74.2684,45,Please Select,Please Select,"Union County, NJ, USA",Please Select,1994-02-00,Union County Utilities Auth,100,,,,,,
Upper Rock Energy Partners LLC Waste Plant IL USA,United States of America,Please Select,41.4732,-90.5621,3.3,Please Select,Please Select,"Rock Island County, IL, USA",Please Select,2000-04-00,Illinois Electricial Gen Partn,100,,,,,,
Valero Refinery Cogeneration Unit 1 Waste Plant CA USA,United States of America,Please Select,38.2799,-121.9168,51,Please Select,Please Select,"Solano County, CA, USA",Please Select,2002-10-00,Valero Refining Co,100,,,,,,
Venice Resources Gas Recovery Waste Plant MI USA,United States of America,Please Select,42.9563,-84.1485,1.6,Please Select,Please Select,"Shiawassee County, MI, USA",Please Select,1992-03-00,Bio-Energy Partners,100,,,,,,
Viking Energy of Lincoln Waste Plant MI USA,United States of America,Please Select,44.6794,-83.4225,18,Please Select,Please Select,"Alcona County, MI, USA",Please Select,1989-01-00,SUEZ Energy Resources NA Inc,100,,,,,,
Viking Energy of McBain Waste Plant MI USA,United States of America,Please Select,44.1961,-85.2231,18,Please Select,Please Select,"Missaukee County, MI, USA",Please Select,1988-12-00,SUEZ Energy Resources NA Inc,100,,,,,,
Viking Energy of Northumberland Waste Plant PA USA,United States of America,Please Select,40.9183,-76.804,18,Please Select,Please Select,"Northumberland County, PA, USA",Please Select,1988-11-00,SUEZ Energy Resources NA Inc,100,,,,,,
Village Creek Wastewater Treatment Plant Waste Plant TX USA,United States of America,Please Select,32.7738,-97.2852,13.5,Please Select,Please Select,"Tarrant County, TX, USA",Please Select,1994-04-00,Ft Worth City of,100,,,,,,
Visalia Landfill Gas Utilization Project Waste Plant CA USA,United States of America,Please Select,36.2199,-118.792,1.8,Please Select,Please Select,"Tulare County, CA, USA",Please Select,1998-05-00,Fortistar LLC,100,,,,,,
Volusia Landfill Gas Utilization Project Waste Plant FL USA,United States of America,Please Select,29.0608,-81.1897,3.8,Please Select,Please Select,"Volusia County, FL, USA",Please Select,1998-06-00,Fortistar LLC,100,,,,,,
Wadham Energy LP Waste Plant CA USA,United States of America,Please Select,39.0977,-122.0853,28.6,Please Select,Please Select,"Colusa County, CA, USA",Please Select,1989-03-00,Enpower Corp,100,,,,,,
Walter B Hall Resource Recovery Facility Waste Plant OK USA,United States of America,Please Select,36.1298,-96.0186,16.8,Please Select,Please Select,"Tulsa County, OK, USA",Please Select,1989-01-00,Barlow Operators of Tulsa. LLC,100,,,,,,
Warm Springs Forest Products Waste Plant OR USA,United States of America,Please Select,44.6233,-121.1729,9,Please Select,Please Select,"Jefferson County, OR, USA",Please Select,1977-01-00,Warm Springs Forest Prod Indst,100,,,,,,
Wasatch Energy Systems Energy Recovery Waste Plant UT USA,United States of America,Please Select,40.9897,-112.1096,1.6,Please Select,Please Select,"Davis County, UT, USA",Please Select,1986-08-00,Davis CSWM  and  Energy RSSD,100,,,,,,
Wauna Mill Waste Plant OR USA,United States of America,Please Select,45.9827,-123.6553,36,Please Select,Please Select,"Clatsop County, OR, USA",Please Select,1996-02-00,Western Generation Agency,100,,,,,,
West Point Treatment Plant Waste Plant WA USA,United States of America,Please Select,47.4884,-121.8011,3.9,Please Select,Please Select,"King County, WA, USA",Please Select,1983-06-00,King County Dept-Natural Res,100,,,,,,
Weyerhaeuser Cosmopolis Waste Plant WA USA,United States of America,Please Select,46.9556,-123.7653,15,Please Select,Please Select,"Grays Harbor County, WA, USA",Please Select,1957-01-00,Weyerhaeuser Co,100,,,,,,
Weyerhaeuser Kentucky Mills Waste Plant KY USA,United States of America,Please Select,37.9086,-86.8111,88,Please Select,Please Select,"Hancock County, KY, USA",Please Select,2001-06-00,Weyerhaeuser Co,100,,,,,,
Weyerhaeuser Kingsport Mill Waste Plant TN USA,United States of America,Please Select,36.5489,-82.5667,19,Please Select,Please Select,"Sullivan County, TN, USA",Please Select,1956-01-00,Weyerhaeuser Co,100,,,,,,
Weyerhaeuser New Bern NC Waste Plant NC USA,United States of America,Please Select,35.2081,-77.1242,29.7,Please Select,Please Select,"Craven County, NC, USA",Please Select,1969-12-00,Weyerhaeuser Co,100,,,,,,
Weyerhaeuser Springfield Oregon Waste Plant OR USA,United States of America,Please Select,44.0458,-122.9806,65,Please Select,Please Select,"Lane County, OR, USA",Please Select,1949-01-00,Eugene Water & Electric Board,61.5385,,,,,,
Weyerhaeuser Valliant OK Waste Plant OK USA,United States of America,Please Select,33.9208,-95.0833,68,Please Select,Please Select,"McCurtain County, OK, USA",Please Select,1971-10-00,Weyerhaeuser Co,100,,,,,,
Weyerhaeuser Wright City Complex OK Waste Plant OK USA,United States of America,Please Select,34.1177,-94.7674,5,Please Select,Please Select,"McCurtain County, OK, USA",Please Select,1980-01-00,Weyerhaeuser Co,100,,,,,,
Wheelabrator Baltimore Refuse Waste Plant MD USA,United States of America,Please Select,39.2688,-76.6321,64.5,Please Select,Please Select,"Baltimore City County, MD, USA",Please Select,1984-11-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Bridgeport Waste Plant CT USA,United States of America,Please Select,41.3245,-73.4084,67,Please Select,Please Select,"Fairfield County, CT, USA",Please Select,1988-07-00,Waste Energy II LLC,100,,,,,,
Wheelabrator Claremont Facility Waste Plant NH USA,United States of America,Please Select,43.3593,-72.224,4.5,Please Select,Please Select,"Sullivan County, NH, USA",Please Select,1987-03-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Concord Facility Waste Plant NH USA,United States of America,Please Select,43.1983,-71.5468,14,Please Select,Please Select,"Merrimack County, NH, USA",Please Select,1989-04-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Falls Waste Plant PA USA,United States of America,Please Select,40.1656,-74.7673,53.3,Please Select,Please Select,"Bucks County, PA, USA",Please Select,1994-05-00,Waste Management Inc,100,,,,,,
Wheelabrator Gloucester LP Waste Plant NJ USA,United States of America,Please Select,39.8463,-75.1803,14,Please Select,Please Select,"Gloucester County, NJ, USA",Please Select,1990-01-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Hudson Falls Waste Plant NY USA,United States of America,Please Select,43.306,-73.591,14.4,Please Select,Please Select,"Washington County, NY, USA",Please Select,1991-11-00,Counties of Warren & Washington IDA,100,,,,,,
Wheelabrator Lisbon Waste Plant CT USA,United States of America,Please Select,41.4946,-72.1276,14.6,Please Select,Please Select,"New London County, CT, USA",Please Select,1995-10-00,Eastern Conn Res Recvy Auth,100,,,,,,
Wheelabrator Millbury Facility Waste Plant MA USA,United States of America,Please Select,42.2197,-71.766,47.6,Please Select,Please Select,"Worcester County, MA, USA",Please Select,1987-09-00,Waste Energy II LLC,100,,,,,,
Wheelabrator North Andover Waste Plant MA USA,United States of America,Please Select,42.7239,-71.1206,40.3,Please Select,Please Select,"Essex County, MA, USA",Please Select,1985-05-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator North Broward Waste Plant FL USA,United States of America,Please Select,26.2875,-80.1597,67.6,Please Select,Please Select,"Broward County, FL, USA",Please Select,1991-07-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Saugus Waste Plant MA USA,United States of America,Please Select,42.7239,-71.1206,53.7,Please Select,Please Select,"Essex County, MA, USA",Please Select,1985-08-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Shasta Waste Plant CA USA,United States of America,Please Select,40.4235,-122.2798,62.7,Please Select,Please Select,"Shasta County, CA, USA",Please Select,1987-10-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Sherman Energy Facility Waste Plant ME USA,United States of America,Please Select,45.9006,-68.4325,21,Please Select,Please Select,"Penobscot County, ME, USA",Please Select,1986-07-00,Boralex,100,,,,,,
Wheelabrator South Broward Waste Plant FL USA,United States of America,Please Select,26.0683,-80.2063,66,Please Select,Please Select,"Broward County, FL, USA",Please Select,1991-04-00,Wheelabrator Environmental Systems,100,,,,,,
Wheelabrator Spokane Waste Plant WA USA,United States of America,Please Select,47.62641634,-117.5031061,26,Please Select,Please Select,"Spokane County, WA, USA",Please Select,1991-09-00,Spokane City of,100,,,,,,
Wheelabrator Westchester Waste Plant NY USA,United States of America,Please Select,41.2761,-73.9429,74.5,Please Select,Please Select,"Westchester County, NY, USA",Please Select,1984-10-00,Wheelabrator Environmental Systems,100,,,,,,
Wheeler Landfill Gas Recovery Waste Plant IN USA,United States of America,Please Select,41.5497,-86.7453,1.6,Please Select,Please Select,"La Porte County, IN, USA",Please Select,,Bio-Energy Partners,100,,,,,,
Whitefield Power  and  Light Waste Plant NH USA,United States of America,Please Select,44.3581,-71.5444,16,Please Select,Please Select,"Coos County, NH, USA",Please Select,1988-03-00,Conduit NH Energy. LLC,100,,,,,,
Whiting Refinery Waste Plant IN USA,United States of America,Please Select,41.625,-87.375,93.8,Please Select,Please Select,"Lake County, IN, USA",Please Select,1928-01-00,BP Amoco,100,,,,,,
Wilmarth Waste Plant MN USA,United States of America,Please Select,44.1956,-94.0086,25,Please Select,Please Select,"Blue Earth County, MN, USA",Please Select,1948-09-00,Northern States Power Co,100,,,,,,
Winnebago County Landfill Gas Waste Plant WI USA,United States of America,Please Select,44.0707,-88.6426,2.7,Please Select,Please Select,"Winnebago County, WI, USA",Please Select,2000-02-00,Winnebago County,100,,,,,,
Woodlake Sanitary Services Waste Plant MN USA,United States of America,Please Select,45.0079,-93.4782,4.8,Please Select,Please Select,"Hennepin County, MN, USA",Please Select,1994-05-00,Algonquin Power,100,,,,,,
Woodland Biomass Power Ltd Waste Plant CA USA,United States of America,Please Select,38.6935,-121.9066,28,Please Select,Please Select,"Yolo County, CA, USA",Please Select,1989-09-00,DTE NUGs,100,,,,,,
Woodland Landfill Gas Recovery Waste Plant IL USA,United States of America,Please Select,41.9406,-88.4339,1.6,Please Select,Please Select,"Kane County, IL, USA",Please Select,1992-05-00,Waste Management Inc,100,,,,,,
York County Resource Recovery Waste Plant PA USA,United States of America,Please Select,39.9942,-76.7177,36.5,Please Select,Please Select,"York County, PA, USA",Please Select,1989-11-00,York County Solid W & R Auth,100,,,,,,
