Name,Description,URL
Chris Fauerbach,Chris Fauerbach is an avid learner and has been teaching technology in the classroom and business setting since early college. Chris has been...,https://www.packtpub.com/books/info/authors/chris-fauerbach
Michael McPhee,"Michael McPhee is a systems engineer at Cisco in New York, where he has worked for the last 4 years and has focused on cyber security, switchin...",https://www.packtpub.com/books/info/authors/mike-mcphee-0
Branko Ajzele,"Branko Ajzele is an internationally respected and highly accomplished software developer, book author, solution specialist, consultant, and tea...",https://www.packtpub.com/books/info/authors/branko-ajzele
Raúl Estrada Aparicio,"Raúl Estrada Aparicio is a programmer since 1996 and Java Developer since 2001. He loves functional languages such as Scala, Elixir, Clojure,...",https://www.packtpub.com/books/info/authors/raúl-estrada
Ashraf Khan,"Ashraf Khan works as the Head Of Network Operating System Unit, with a diverse background in production systems, Network Administration, and So...",https://www.packtpub.com/books/info/authors/ashraf-khan
Mike Meyers - Total Seminars,"Mike Meyers - Total Seminars, affectionately called the ""Alpha Geek"", is the Industry's leading authority on CompTIA Certifica...",https://www.packtpub.com/books/info/authors/mike-meyers
Paulina Budzon,"Paulina Budzon is a certified AWS DevOps – Professional engineer, primarily interested in designing, building and maintaining highly availabl...",https://www.packtpub.com/books/info/authors/paulina-budzon
Robert Laganiere,"Robert Laganiere is a professor at the School of Electrical Engineering and Computer Science of the University of Ottawa, Canada. He is also ...",https://www.packtpub.com/books/info/authors/robert-laganiere
Anita Graser,"Anita Graser studied geomatics at the University of Applied Sciences Wiener Neustadt, Austria, from where she graduated with a master's ...",https://www.packtpub.com/books/info/authors/anita-graser
Giorgio Zarrelli,"Giorgio Zarrelli is a passionate GNU/Linux system administrator and Debian user, but has worked over the years with Windows, Mac, and OpenBSD, ...",https://www.packtpub.com/books/info/authors/giorgio-zarrelli
Austin Bingham,"Austin Bingham is a founding director of Sixty North, a software consulting, training, and application development company. A native of Texas, ...",https://www.packtpub.com/books/info/authors/austin
Robert Smallshire,"Robert Smallshire is a founding director of Sixty North, a software consulting and training business in Norway providing services throughout Eu...",https://www.packtpub.com/books/info/authors/robert-smallshire
Pankaj Misra,"Pankaj Misra has been a technology evangelist, holding a bachelor’s degree in engineering, with over 16 years of experience across multiple b...",https://www.packtpub.com/books/info/authors/pankaj-misra
Tomcy John,"Tomcy John lives in Dubai (United Arab Emirates), hailing from Kerala (India), and is an enterprise Java specialist with a degree in Engineerin...",https://www.packtpub.com/books/info/authors/tomcy-john
Avirup Basu,"Avirup Basu is an independent developer based in Siliguri, West Bengal, India. His main areas of interest include IoT, robotics, and artificial...",https://www.packtpub.com/books/info/authors/avirup-basu
Erich de Souza Oliveira,"Erich de Souza Oliveira is a developer with 10 years of experience, mostly in JavaScript, Scala, and Java. He has already worked for big compan...",https://www.packtpub.com/books/info/authors/erich-de-souza-oliveira
Piyush Mishra,"Piyush Mishra is a professional with more than 4 years of experience of developing and designing fault-tolerant, scalable, distributed, highly ...",https://www.packtpub.com/books/info/authors/piyush-mishra
Héctor Veiga Ortiz,"Hector Veiga Ortiz is a software engineer specializing in real-time data integration. Recently, he has focused his work on different cloud tech...",https://www.packtpub.com/books/info/authors/héctor-veiga-ortiz
Randall Goya,"Randall Goya has been a Senior Web Developer and Application Architect for enterprise organizations for several years, mostly specializing as a...",https://www.packtpub.com/books/info/authors/randall-goya
Jason Odom,"Jason Odom is a game developer with nearly 20 years of experience working on titles for companies such as Activision and Take 2 Interactive, al...",https://www.packtpub.com/books/info/authors/jason-odom
Farhan Nadeem,Farhan Nadeem has been in the IT field for over 19 years. He has a master's degree in electrical engineering and holds several industry-re...,https://www.packtpub.com/books/info/authors/farhan-ahmed-nadeem
Anuj Modi,Anuj Modi is a senior consulting engineer in the Advanced Service Group at Cisco Systems and has worked in architecting and implementing Cisco&...,https://www.packtpub.com/books/info/authors/anuj-modi
Matthew Spaulding,"Matt Spaulding is a programmer living in the Portland area. His interests are around programming languages, distributed systems, and network se...",https://www.packtpub.com/books/info/authors/matthew-spaulding
Luca Stancapiano,"Luca Stancapiano has been working in the IT industry since 2000. He specializes in Java EE and JBoss, and has collaborated with Apache, Alfre...",https://www.packtpub.com/books/info/authors/luca-stancapiano
Thomas Nield,"Thomas Nield is a business consultant for Southwest Airlines in Schedule Initiatives, and a maintainer for RxJavaFX and RxKotlin. Early in hi...",https://www.packtpub.com/books/info/authors/thomas-nield
Mallikarjuna Rao,Mallikarjuna Rao works with Microsoft as UX Designer/3D mixed reality artist as part of Microsoft Services. He has 15 years of experience in th...,https://www.packtpub.com/books/info/authors/mallikarjuna
Manish Sharma,"Manish Sharma works with Microsoft as a solution architect as part of Microsoft Services. As, a solution architect, he is responsible for leadi...",https://www.packtpub.com/books/info/authors/manish-sharma
Abhijit Jana,"Abhijit Jana works with Microsoft as a development consultant as part of Microsoft Services. As a consultant, his job is to help customers desi...",https://www.packtpub.com/books/info/authors/abhijit-jana
Nathan Danneman,"Nathan Danneman holds a PhD degree from Emory University, where he studied International Conflict. Recently, his technical areas of research ha...",https://www.packtpub.com/books/info/authors/nathan-danneman
Richard Heimann,Richard Heimann leads the Data Science Team at Data Tactics Corporation and is an EMC Certified Data Scientist specializing in spatial statisti...,https://www.packtpub.com/books/info/authors/richard-heimann
Pradeepta Mishra,"Pradeepta Mishra is a data scientist, predictive modeling expert, deep learning and machine learning practitioner, and an econometrician. He is...",https://www.packtpub.com/books/info/authors/pradeepta-mishra
Bater Makhabel,"Bater Makhabel (LinkedIn: BATERMJ and GitHub: BATERMJ) is a system architect who lives across Beijing, Shanghai, and Urumqi in China. He receiv...",https://www.packtpub.com/books/info/authors/bater-makhabel
Akash Tandon,Akash Tandon is a Data Engineer at RedCarpet (a Y-Combinator and Google Startup Launchpad startup) with his primary responsibilities including ...,https://www.packtpub.com/books/info/authors/akash-tandon
Alexander Coulombe,"Alex Coulombe is a VR developer and consultant based in NYC and the creative director of Agile Lens: Immersive Design, a new virtual reality co...",https://www.packtpub.com/books/info/authors/alexander-coulombe
Konstantin Ivanov,"Konstantin Ivanov is a Linux Systems Engineer, an open source developer, and a technology blogger who has been designing, configuring, deployin...",https://www.packtpub.com/books/info/authors/konstantin-ivanov
Sani Yusuf,"Sani Yusuf is the founder of Haibrid, a company focused on creating innovative mobile solutions with hybrid technologies operating from Londo...",https://www.packtpub.com/books/info/authors/sani-yusuf
Kanwar Manish,"Manish Kanwar completed his masters of science in computer applications from MD University, India, and is a cofounder of Innatus Curo Software ...",https://www.packtpub.com/books/info/authors/kanwar-manish
Lalit Kale,Lalit Kale is a technical architect and consultant with more than 12 years of industry experience. Lalit has helped clients achieve tangible bu...,https://www.packtpub.com/books/info/authors/lalit-kale
Christian Soronellas,"Christian Soronellas is a passionate Software Developer, Software Journeyman, and Craftsman Apprentice. He’s an Extreme Programmer soul with ...",https://www.packtpub.com/books/info/authors/christian-soronellas
Carlos Buenosvinos,Carlos Buenosvinos is a PHP Extreme Programmer with more than 15 years of experience developing web applications and more than 10 years experie...,https://www.packtpub.com/books/info/authors/carlos-buenosvinos
Srihari Yamanoor,"Srihari Yamanoor is a mechanical engineer, working on medical devices, sustainability, and robotics in the San Francisco Bay Area. He completed...",https://www.packtpub.com/books/info/authors/srihari-yamanoor
Sai Yamanoor,"Sai Yamanoor is an embedded systems engineer working for a private startup school in the San Francisco Bay Area, where he builds devices that h...",https://www.packtpub.com/books/info/authors/sai-yamanoor
Robert Layton,Robert Layton is a data scientist investigating data-driven applications to businesses across a number of sectors. He received a PhD investigat...,https://www.packtpub.com/books/info/authors/robert-layton
